43,vt.使习惯,43
44,n.酸；酸性物质；<俚>迷幻药 adj.酸的；酸性的；尖酸的,44
45,vt.获得；学到；取得,45
46,adj.想获得的；贪得无厌的；可学得的,46
47,v.宣布无罪；开释；原谅；表现,47
48,adj.苦味的；辛辣的；尖刻的,48
49,adj.尖刻的；激烈的；刻薄的；辛辣的,49
50,n.(语言；态度等)刻薄；辛辣,50
51,n.账户；帐目；赊账；老主顾；报告；描述；解释；说明；估计；理由；利益；好处；根据 v.解释；导致；报账；把 ... 视为；归咎(于),51
52,n.演戏；演技；假装 adj.代理的；临时的；供演出用的 动词act的现在分词.,52
53,vt.承认；告知收到；公认；表示感谢；注意到,53
54,v.完成；达到；实现,54
55,adj.活跃的；积极的；起作用的；灵活的,55
56,n.敏锐；聪明,56
57,adj.实际的；事实上的,57
58,adj.严重的；敏锐的；急性的；剧烈的,58
59,n.格言；谚语；古话,59
60,n.改编；改编成的作品；适应；【心】（感官）适应，适应性变化,60
61,adj.能适应的；适应性强的；可改编的,61
62,n.行为；活动；措施；效用；交战；情节；事件；姿态；起诉；机能,62
63,vt.沉溺；使 ... 上瘾 n.耽溺者；上瘾者,63
64,vt.改编；使适应 vi.适应；适合,64
65,adj.熟练的；老练的 n.名手；专家,65
66,adj.沉溺于的；有毒瘾的,66
67,adj.足够的；适当的；能胜任的,67
68,vi.遵守；坚持；粘附,68
69,n.坚持；固守；粘附,69
70,adj.有粘性的；难忘的 n.粘着剂,70
71,adj.邻近的；毗连的；接近的,71
72,v.邻接；毗连,72
73,adj.毗邻的 动词adjoin的现在分词.,73
74,v.(使)延期；中止；换地方,74
75,v.调整；校准；调节；使适应,75
76,vt.管理；执行；给与；用(药) vi.执行管理人职责；给与帮助,76
77,n.实施；管理；行政；行政部门；任期,77
78,adj.令人钦佩的；令人赞赏的,78
79,vt.钦佩；赞美；羡慕；欣赏,79
80,vt.警告；训诫；告诫；提醒；敦促,80
81,vt.承认；允许进入；给…进入的权利；容纳 vi.承认；允许进入；允许,81
82,v.采用；收养；接受,82
83,vt.爱慕；崇拜；很喜欢,83
84,adj.熟练的；灵巧的；机敏的；善于…的,84
85,adj.不利的；逆向的；有害的,85
86,n.不幸；灾难；逆境,86
87,n.劝告；忠告；建议,87
88,adj.明智的；可取的,88
89,v.提倡；主张 n.拥护者；提倡者；律师；辩护者,89
90,adj.美学的；审美的；有美感的 n.(复数)审美观,90
91,adj.谦恭有礼的；和蔼可亲的；易于交谈的；慈祥的；殷勤的,91
92,vt.影响；感动；作用,92
93,n.前进；进展；预付金 v.前进；预付；增长；推进 adj.预先的；提前的,93
94,n.影响；感情；喜爱；慈爱,94
95,adj.充满感情的；示爱的,95
96,n.分公司；附属机构 vt.使隶属于；接纳；追溯 vi.发生联系,96
97,n.姻亲；密切关系；吸引力,97
98,vt.劝告；通知；忠告；建议 vi.提建议,98
99,vt.使苦恼；折磨,99
100,vt.证实；断言；肯定,100
101,adj.痛苦的 动词afflict的现在分词形式.,101
102,n.富裕,102
103,adj.富裕的 n.支流,103
104,v.花费得起；能够做；承担得起(后果)；提供；给予,104
105,n.年龄；时代；时期；长时间 v.（使）变老；（使）陈化,105
106,adj.年老的 动词age的过去式和过去分词形式.,106
107,n.议事日程,107
108,vt.恶化；严重,108
109,n.进攻；侵犯；侵害；侵略,109
110,adj.侵略的；进攻性的；好斗的；有进取心的,110
111,adj.惊骇的；吓呆的,111
112,adj.（动作）敏捷的；灵活的；（头脑）机灵的,112
113,n.敏捷；灵活；轻快,113
114,v.煽动；搅动；焦虑,114
115,v.(使)极度痛苦 =agonise(英).,115
116,adj.土地的；耕地的 n.平均地权论者,116
117,adj.愉快的；和蔼可亲的；欣然同意的；一致的,117
118,adj.合计的；总的 n.总计；进球总数；集料 v.（使）聚集；总计,118
119,n.目标；对准；枪法 vt.瞄准；针对 vi.瞄准；旨在；致力,119
120,n.代数学,120
121,adj.警觉的；灵敏的 vt.使意识到；警惕 n.警戒；警报,121
122,n.外侨；外国人；外星人 adj.外国的；陌生的；相异的,122
123,vt.使疏远；离间；让与；麻木,123
124,n.碱,124
125,n.忠诚；效忠,125
126,vt.断言；宣称,126
127,n.寓言；讽喻；寓意,127
128,vt.减轻；使 ... 缓和,128
129,n.联盟；联姻；结盟 Alliance ,129
130,vt.分派；分配；分配额,130
131,vt.分配；分摊；拨给,131
132,v.暗示；暗指,132
133,v.诱惑；吸引 n.诱惑力；吸引力,133
134,n.暗指；暗示,134
135,n.同盟国；同盟者；伙伴 v.（使）结盟；（使）联合,135
136,adj.单独的；独自一人的；孤单的 adv.独自地；仅仅,136
137,v.改变；更改；阉割；切除卵巢,137
138,v.交替；轮流 adj.间隔的；轮流的；交替的 n.代替者；供替代的选择,138
139,adj.两者择一的；供选择的；非主流的 n.二者择一；供替代的选择,139
140,n.利他主义；利他,140
141,n.铝 =aluminum（美）,141
142,n.男毕业生；男校友,142
143,v.合并；混合,143
144,v.积聚；收集,144
145,n.外行；业余爱好者 adj.业余(爱好者)的,145
146,adj.吃惊的；惊愕的 动词amaze的过去式和过去分词.,146
147,adj.模棱两可的；含糊不清的,147
148,adj.有雄心的；野心勃勃的；有抱负的,148
149,adj.顺从的；通情达理的；经得起检验的；对...负有义务的,149
150,vt.修正；改进,150
151,adj.和蔼的；亲切的,151
152,adj.友好的；和睦的,152
153,n.数量；总额 vi.总计；等于,153
154,adj.丰富的；宽敞的；充足的,154
155,v.扩大；详述；增强,155
156,adj.类似的,156
157,n.类比；相似；类似,157
158,n.分析；解析,158
159,n.轶事；奇闻,159
160,n.角度；角；观点 v.形成或转变角度；歪曲 v.钓鱼；谋取 Angle. n.盎格鲁人,160
161,adj.生气勃勃的；栩栩如生的；动画片的,161
162,n.苦闷；痛苦 v.（使）极苦闷；（使）极痛苦,162
163,vt.并吞；附加；获得 n.附件；附属物；附属建筑物,163
164,v.消灭；歼灭；彻底消除；使无效；废止,164
165,v.注解,165
166,vt.宣布；宣告；预示；播报 vi.作播音员；宣布竞选,166
167,v.使恼怒；使烦恼；骚扰,167
168,v.废除；消减；取消；宣告无效,168
169,adv.每年；年年,169
170,adj.反常的；不规则的,170
171,n.异常；反常；不规则,171
172,n.对抗；对立；敌对状态（行为）,172
173,adj.匿名的；无名的；没特色的,173
174,n.敌手；对手；,174
175,vt.预期；提前使用；抢 ... 前 vi.预言,175
176,adj.古代的；古老的；过时的 n.古董；古物,176
177,n.古代；古物；古迹,177
178,n.杀菌剂；防腐剂 adj.杀菌的；防腐的；极为干净整洁的；冷漠的,178
179,adj.渴望的；忧虑的,179
180,adj.缺乏感情的；缺乏兴趣的；无动于衷的；冷淡的,180
181,n.孔；孔径；光圈；缝隙,181
182,vi.道歉；赔罪,182
183,n.衣服；装具 vt.装饰；使 ... 穿衣,183
184,n.顶点；最高点；尖端,184
185,n.恳求；呼吁；上诉；吸引力 n.(体育比赛中)诉请裁决 v.呼吁；有吸引力；求助；诉请,185
186,vi.出现；出版；显得；好像；登场,186
187,vi.拍手喝彩 vt.称赞；赞成；鼓掌,187
188,n.申请人,188
189,n.应用；申请；专心；应用程序,189
190,v.任命；委派；指定；约定,190
191,vt.评价；估价；鉴定,191
192,vt.欣赏；赏识；感激；领会；意识到 vi.增值,192
193,n.理解；忧惧；逮捕；了解,193
194,v.理解；忧虑；逮捕；拘押,194
195,n.学徒；见习生 v.使当学徒,195
196,adj.适当的；相称的 vt.占用；拨出(款项),196
197,v.批准；赞成；同意；称许,197
198,adj.近似的；大约的 v.接近；约等于,198
199,adj.恰当的；聪明的；易于 ... 的 abbr.公寓（=apartment） abbr.才能；天资（=aptitude）,199
200,adj.可耕的；适合种植的 n.<英>可耕地,200
201,n.天资；资质；才能；倾向,201
202,n.仲裁人；公断者,202
203,adj.已不通用的；古老的；古代的,203
204,n.仲裁；公断,204
205,adj.热心的；激烈的；热情的,205
206,n.热情；狂热；激情；灼热 =ardour(英).,206
207,adj.费力的；辛勤的；险峻的,207
208,adj.干燥的；不毛的；枯燥的；无趣的；没有生气的,208
209,n.贵族；有贵族气派的人,209
210,n.算术；计算 adj.算术的,210
211,n.军备；武器；备战,211
212,n.浓香；香气,212
213,n.盔甲；装甲,213
214,v.叫醒；唤醒；激起；睡醒,214
215,vt.整理；安排；计划；改编(乐曲) vi.协商；计划,215
216,n.傲慢；自大,216
217,n.一系列；大批；数组；陈列，列队；盛装 vt.排列；部署；打扮,217
218,adj.傲慢的；自大的,218
219,n.文章；物品；条款；,219
220,v.上升；攀登,220
221,n.上升；上坡路；晋升；提升,221
222,vt.确定；查明；探知,222
223,adj.禁欲的 n.苦行者,223
224,n.方面；方位；外观；外貌,224
225,vt.洒圣水；诽谤,225
226,n.洒(尤指洒圣水)；诽谤；中伤,226
227,n.抱负；热望；志向；渴望 n.吸引术；抽吸；吸气；发送气音,227
228,v.热望；立志,228
229,v.使苦恼，纠缠；猛烈攻击；言语抨击,229
230,n.暗杀者；刺客 Assassin. n.暗杀基督教十字军成员的穆斯林狂热派,230
231,v.暗杀，行刺,231
232,n.攻击；突袭；抨击 vt.袭击；突袭,232
233,v.集合；收集；装配,233
234,n.集会；集合；议会；装配；与会者；聚集在一起的人；,234
235,vt.断言；主张，坚持；生效；维护,235
236,v.评定；评估；估算,236
237,n.资产；优点；有用的东西,237
238,adj.勤勉的；刻苦的,238
239,vt.分配；指定；指派；归因；确定 n.受让人,239
240,v.使同化；吸收,240
241,vt.联想；联合 n.伙伴；同事；同伴 adj.副的；共事的；有联系的 n.准学士学位获得者 vi.交往,241
242,n.协会；社团；交往；联想；联合；结合,242
243,v.缓和；减轻；镇定,243
244,n.假定；设想；担任(职责等)；假装,244
245,vt.使确信；使放心；确保,245
246,vt.帮助；协助 vi.帮助；出席 n.帮助；协助；助攻；协助的器械,246
247,vt.使惊讶；使吃惊,247
248,adj.惊讶的 动词astonish的过去式和过去分词.,248
249,n.天文学,249
250,v.使惊骇；使大吃一惊,250
251,adj.机敏的；精明的；狡猾的,251
252,n.无神论；不信神,252
253,n.运动员,253
254,n.大气；空气；气氛；气压,254
255,n.原子；微粒,255
256,n.附件；附属物；忠诚；依恋；附著；依赖 n.,256
257,n.达到；获得 （常复数）attainments:成就； 才能； 学识.,257
258,adj.伴随的 n.服务员；出席者；伴随物；侍从,258
259,n.(辩护)律师,259
260,vt.把 ... 归于 n.属性；标志；象征；特征,260
261,vt.把 ... 归于 n.属性；标志；象征；特征,261
262,n.摩擦；消耗；人员耗损,262
263,n.听众；观众；读者；倾听；拥护者；正式会见,263
264,n.审计；查帐 vt.旁听；审计,264
265,n.听；听力；试听；试镜 v.试音；试听；试镜,265
266,v.出席；参加；照料；注意；专心于,266
267,n.听者；稽核员,267
268,n.礼堂；观众席,268
269,vt.增加 n.增加；补充物,269
270,n.赞助；前兆 名词auspice的复数形式.,270
271,n.气氛；氛围；气味；光环；,271
272,adj.吉利的；幸运的；有利的,272
273,n.节俭；苦行；(经济的)紧缩；严厉,273
274,adj.真正的；真实的；可信的；可靠的,274
275,adj.权威性的；命令式的,275
276,n.权力；官方；当局；职权；权威,276
277,vt.批准；委托；授权,277
278,n.独裁者,278
279,n.自治；自治权；自主,279
280,adj.可利用的；可得到的；有空的；有效的；<贬>【政】有资格的，适合的,280
281,n.雪崩；大量 v.雪崩,281
282,n.贪财；贪婪,282
283,adj.贪财的；贪婪的,283
284,n.平均数；平均水平 adj.平均的；一般的；通常的 v.取平均值；达到平均水平,284
285,n.嫌恶；憎恨,285
286,vt.转开；避免；防止,286
287,n.飞行员,287
288,adj.渴望的；贪婪的；热心的,288
289,vt.避免；逃避；,289
290,vt.承认；公开宣称声明,290
291,n.敬畏；恐惧 vt.使敬畏；使惊惧,291
292,adj.尴尬的；笨拙的；（设计）别扭的,292
293,n.轴；中枢,293
294,n.行李,294
295,adj.向后的；落后的 adv.向后,295
296,n.饵；引诱 v.以饵引诱；逗弄；中途休息,296
297,n.平衡；天平；平静；结余；差额；调和；制衡 vt.权衡；使平衡；抵消；称重量 vi.均衡；建立平衡,297
298,adj.秃头的；单调的；无装饰的 v.（使）变秃头,298
299,v.阻止；突然停止；退缩；拒绝 n.障碍；错误；失败 n.梁木 ,299
300,n.投票；投票用纸 vi.投票,300
301,adj.芳香的；温和的；<俚>疯狂的；古怪的,301
302,v.禁止；剥夺权利 n.禁令；禁止,302
303,n.强盗；土匪,303
304,vt.驱逐；流放；消除,304
305,n.破产；倒闭,305
306,n.宴会 vi.参加宴会 vt.宴请；设宴,306
307,n.酒吧；条；横木；栅 vt.禁止；阻挠；闩上；在 ... 设栅栏,307
308,n.野蛮人 adj.野蛮的,308
309,adj.赤裸的；空的；仅有的；贫瘠的，荒芜的 vt.使裸露；暴露,309
310,adv.几乎不；刚刚；勉强；少量地,310
311,n.气压计；晴雨表,311
312,adj.贫瘠的；无效的；不育的 n.荒地,312
313,n.【C】路障；街垒；障碍物；栅栏 n.(常用复数形式)barricades:有激烈争论的领域或议题 vt.设路障挡住；阻拦；封锁,313
314,n.栅栏；障碍物；屏障,314
315,v.物物交换；以货易货 n.物物交换；实物交易,315
316,adj.害羞的；羞怯的；羞愧的,316
317,n.脸盆；盆地；流域；水池,317
318,vi.取暖；舒适地晒太阳；沐浴于,318
319,v.疏缝；痛斥；大骂；润以油脂；涂以奶油,319
320,v.猛击；打坏；往后递倾 n.打击手；面糊；斜外墙,320
321,adv.预先；事先；提前,321
322,vt.使昏迷；使迷惑；使烂醉,322
323,v.产生；引起；生(子女),323
324,adj.合适的；适当的；好看的 动词become的现在分词.,324
325,v.嫉妒；羡慕；吝啬,325
326,v.诱骗；使陶醉；哄；消磨,326
327,n.行为；举止；品行 =behavior<美>,327
328,v.表现；行为；举止,328
329,n.熊 v.忍受；负荷；结果；证实；生子女,329
330,v.打；打败；跳动；敲打；战胜 n.拍子；敲打；心跳声 adj.精疲力尽的,330
331,v.掩饰；与 ... 不符；使 ... 失望,331
332,n.信徒；相信者,332
333,vt.轻视；贬低；使相形见小,333
334,adj.好战的；交战的 n.交战国；交战者,334
335,n.恩人；捐助者；赠送者,335
336,adj.有利的；有益的,336
337,n.受惠者；受益人,337
338,adj.仁慈的；乐善好施的,338
339,n.利益；津贴；义演；保险金；借助 vt.有益于；得益,339
340,adj.仁慈的；温和的；良性的,340
341,bend的过去式和过去分词. adj.下定决心的；弯曲的 n.嗜好,341
342,n.遗产；遗赠物,342
343,v.〈正式或文〉严厉责备,343
344,vt.剥夺；使丧失,344
345,vt.包围；困扰；镶嵌,345
346,prep.除 ... 之外 adv.此外；也,346
347,v.围攻；包围,347
348,v.授予；给予；<古>使用；<古>放置,348
349,vt.背叛；出卖；泄露；显露,349
350,n.饮料,350
351,vt. 使迷惑； 使 ... 不知所措,351
352,n.偏见；偏爱；斜纹 vt.使偏心,352
353,v.斗嘴；闪烁；发出潺潺声 n.口角；潺潺流水声,353
354,n.出价；投标；命令 动词bid的现在分词形式.,354
355,adj.固执己见的；心胸狭窄的 动词bigote的过去式和过去分词.,355
356,n.帐单；钞票；清单；议案；海报；节目单；锚钩；鸟喙；帽舌 v.开帐单；把 ... 列成表；用海报宣传；(鸟嘴)接触；爱抚 Bill n.比尔(男子名),356
357,n.生物化学,357
358,adj.奇异的；怪诞的,358
359,n.勒索；敲诈 vt.勒索；讹诈,359
360,vt.责备；把 ... 归咎于 n.责备；过失,360
361,adj.温和的；不油腻的；引不起兴趣的；平淡无奇的,361
362,n.爆炸；巨响；一阵(强风)；严厉的批评；<美俚>愉快的经历 v.爆破；摧毁；发出巨响；用力撞击；批评,362
363,n.漂白剂；漂白 v.变白；漂白,363
364,adj.萧瑟的；阴郁的；严寒的；无希望的,364
365,v.流血；渗色；榨取；放掉（水或气体）；给...抽血,365
366,n.瑕疵；污点；缺点 v.玷污；损害,366
367,v.混合 n.混合物,367
368,adj.神圣的；有福的；愉快的；<口>该死的 动词bless的过去式和过去分词.,368
369,n.祝福；祷告；幸事,369
370,v.眨眼；闪烁；拒绝承认或面对；用闪光灯传送信号 n.眨眼；闪光；一瞬间,370
371,n.幸福；极乐；天赐的福,371
372,n.大错 v.失策；绊倒；弄糟,372
373,adj.钝的；迟钝的；直率的 v.使迟钝；变钝,373
374,n.木板；布告板；董事会；船舷或机舱；伙食；舞台 v.登(飞机、车、船等)；接受乘客；有偿提供食宿；搭伙；用木板覆盖,374
375,v.自夸；吹牛；以...为荣 n.自夸；引以为荣的事物,375
376,adj.自夸的；自负的；喜夸耀的,376
377,adj.大胆的；陡峭的；醒目的；粗体的；无礼的,377
378,adj.夸大的,378
379,n.富矿带；带来好运的事物；暴富之源,379
380,n.债券；结合；协定；联系；情谊；黏合剂 vt.使结合；为 ... 作保 vi.连结；粘合,380
381,n.街区；木块；石块；大楼；一组；阻塞(物)；障碍(物) v.阻塞,381
382,n.奴役；束缚,382
383,n.红利；意外所得之物；奖金；【篮】追加罚篮,383
384,n.恩惠；所感激的事 adj.合得来的,384
385,n.无聊；厌烦；厌倦；令人厌烦的事物,385
386,adj.令人厌烦的；乏味的,386
387,n.植物学；植物,387
388,adj.必定的；有义务的；受约束的；装订的 vi.跳；跳跃前进；猛涨 n.跳跃；范围；界限 动词bind的过去式和过去分词形式,388
389,n.边界；分界线,389
390,adj.无限的；无穷的；无边无际的,390
391,n.弓；鞠躬礼；蝴蝶结；船头 v.鞠躬；致敬；压弯,391
392,v.防备；支撑；绷紧；振作 n.支柱；支架；牙箍；一对；（复）吊带裤；大括号,392
393,v.吹牛；自夸 n.大话；吹牛的人；傲慢的态度 adj.一流的；特别好的,393
394,n.脑；智力；智者；控制中心 vt.打 ... 的脑袋,394
395,n.争吵；大声的吵闹 vi.争吵；大声喊；哗哗流,395
396,n.破坏；违背；决裂；裂口；（浪的）冲击 v.违反；突破；在 ... 上打开缺口,396
397,n.崩溃；故障；衰弱；分类，明细；跺脚曳步舞,397
398,v.繁殖；养育；引起，产生；教养 n.品种；血统,398
399,n.微风；<口>轻而易举的事；焦炭渣 v.飘然而行；轻松通过,399
400,v.使变亮；使生辉；发亮；开颜,400
401,v.酿造；泡（茶）；酝酿；策划 n.酿造物；（酿造物的）质地；混合物,401
402,n.边；边缘 v.（装）满；（使）溢出,402
403,n.边缘；边沿；界限,403
404,adj.敏锐的；活泼的；活跃的；轻快的；凛冽的 v.（使）轻快,404
405,adj.易碎的；尖利的；脆弱的 n.果仁薄脆糖,405
406,v.变宽；扩大；开阔,406
407,n.瘀青；擦伤；挫伤 vi.碰伤；擦伤 vt.使挫伤,407
408,adj.野蛮的；残暴的,408
409,n.芽；花蕾 vi.发芽；萌芽 vt.使发芽,409
410,v. 移动； 妥协 n. 羔皮 adj. <古>浮夸的； 庄严的,410
411,n.预算 vt.编预算；为 ... 做预算 vi.节省开支 adj.廉价的；不贵的,411
412,n.体积；容积；大块；大部分；大批 adj.散装的；大量的 vt.使膨胀；使成堆 vi.膨胀；显得重要,412
413,adj.庞大的；笨重的；肥大的,413
414,n.窃贼,414
415,adj.燃烧的；热烈的；紧急的 n.燃烧 动词burn的现在分词.,415
416,v.磨光；使光亮 n.光泽；抛光,416
417,n.烟蒂；屁股；枪托 n.笑柄；靶垛 n.大酒桶 n.抵撞 v.插嘴；顶撞,417
418,n.黄油；奶油 vt.涂黄油；奉承,418
419,n.代名词；笑柄；谚语；俗语,419
420,n.(枪等)口径；(人或事)品质；才能,420
421,v.计算；估计；考虑；推测；计划；指望,421
422,v.取消；作废；注销；抵消；删除 n.取消；删除,422
423,n.候选人；应试者,423
424,adj.精明的；谨慎的；节俭的；狡诈的 adv.<苏格兰>仔细地,424
425,n.油画；帆布；（帆布）画布,425
426,adj.有能力的；能干的；有...的可能性,426
427,adj.容量大的；广阔的；宽敞的,427
428,vt.迷住；迷惑,428
429,n.囚禁；被俘；束缚,429
430,n.碳；复写纸；复本；碳精棒,430
431,n.红衣主教；鲜红色；基数；北美红雀 adj.主要的；深红色的,431
432,n.生涯；职业；事业 vi.猛冲；飞跑,432
433,n.大屠杀；残杀,433
434,adj.肉体的；世俗的,434
435,v.惩罚；严厉批评；谴责,435
436,adj.非正式的；漫不经心的；偶然的；临时的；休闲的 n.便装；临时工,436
437,n.事故；伤亡者；伤亡人数；<英>急诊室,437
438,n.大洪水；地震；(社会政治的)大变动,438
439,n.大灾难；大祸；彻底失败,439
440,adj.易传染的；有魅力的；迷人的 n.捕捉 动词catch的现在分词形式.,440
441,adj.绝对的；分类的,441
442,n.大教堂,442
443,adj.天主教的；(catholic)普遍的；广泛的 n.天主教徒,443
444,vt.引起；使发生 n.原因；理由；事业,444
445,adj.腐蚀性的；刻薄的；,445
446,adj.谨慎的；十分小心的,446
447,n.大洞穴 v.置于洞穴中；挖空,447
448,adj.不绝的；不停的,448
449,n.名人；名誉；社会名流,449
450,adj.天上的；非凡的 n.天神 Celestial. adj.中国的；中国人的 n.中国人,450
451,n.检查员；监察官 vt.检查,451
452,n.责难；非难 v.非难；责备；公开谴责,452
453,adj.摄氏的；百分度的,453
454,n.仪式 adj.仪式的,454
455,adj.拘礼的；礼节性的；正式的,455
456,n.仪式；礼节；典礼,456
457,v.擦痛；激怒；摩擦 n.擦伤；气恼,457
458,n.粉笔；白垩 v.用粉笔写；记录；使变白；归咎,458
459,n.混乱；无秩序；混沌,459
460,n.拥护者；冠军；优胜者；勇士 vt.拥护；保卫；为 ... 而斗争,460
461,n.个性；品质；字符；人物；名誉；地位 adj.,461
462,n.非凡的领导力；魅力,462
463,adj.仁慈的；(为)慈善事业的；宽恕的,463
464,n.慈善；宽厚；慈善机关(团体)；仁慈,464
465,adj.谨慎的；节俭的,465
466,adj.贞洁的；纯洁的；朴素的,466
467,vi.闲谈；谈天 n.闲谈；聊天,467
468,v.检查；阻止；核对；买单 n.检查；阻碍；支票；账单；方格图案；(国际象棋)将军,468
469,vt.珍爱；抱有；抚育,469
470,vi.斥责；指责 vt.(温和地）责备,470
471,n.责任；电荷；指控；费用；照顾 vi.要价；充电；向前冲，冲锋；记在账上 vt.控诉；赊帐；给…充电；委以重任；归罪于；装填（炸药等）,471
472,adv.主要地,472
473,v.(使)变冷；(使)扫兴；,473
474,adj.寒冷的；冷淡的 n.干辣椒,474
475,v.吱喳而鸣；轻松愉快地说 n.喳喳声；唧唧声,475
476,n.选择；挑选；抉择 adj.上等的；精选的,476
477,vi.窒息；阻塞；说不出话 vt.使窒息；阻塞；抑制；使说不出话 n.窒息；阻塞；阻风门,477
478,v.劈；砍；剁 n.砍；剁；排骨,478
479,v.选择；决定,479
480,n.讨厌的工作；琐事；家务,480
481,n.合唱队；歌舞队；齐声说道；副歌部分 vt.合唱,481
482,n.基督徒 adj.基督教的；基督徒的,482
483,adj.长期的；慢性的；惯常的,483
484,v.轻声笑；咯咯笑；暗自笑 n.轻声笑；咯咯笑,484
485,n.密码；阿拉伯数字；零；暗号 v.计算；做算术；将 ... 写成密码,485
486,adj.迂回的；绕行的,486
487,adj.圆形的；循环的 n.传单；通报,487
488,vi.流通；循环；传播 vt.使流通，使环流,488
489,n.流通；循环；发行量；消息传播,489
490,n.圆周；周围；周长,490
491,v.限制；划一条线包围；确定...的范围；画（几何图形的）外接圆,491
492,adj.细心的；慎重的,492
493,vt.绕行；设法避开；围住,493
494,vt.引用；传讯；表扬；举(例),494
495,adj.平民的 n.罗马法专家；平民,495
496,n.喧闹 v.喧哗；大声地要求 = clamor(英）.,496
497,n.夹子；螺丝钳 vt.夹住；强加；压制,497
498,adj.秘密的(常指违法的行为),498
499,vt.澄清；阐明；净化,499
500,n.条款；,500
501,v.使 ... 清洁；净化；使 ... 纯洁,501
502,adj.裂开的；分离的 n.裂缝；开裂 动词cleave的过去式和过去分词.,502
503,n.,503
504,n.气候；风气,504
505,n.高潮；极点；层进法；,505
506,v.钉牢；紧抓；扭住对手；最终解决 n.揪扭；拥抱；固定,506
507,vi.紧贴；附着；依恋；坚持 n.紧抓；紧贴,507
508,n.诊所；门诊部；科室,508
509,adj.干净的；纯洁的；完全的；空白的；正当的；精准的 adv.完全地 n.清洁 v.打扫；清扫；擦，刷,509
510,vt.夹住 v.剪短 v.疾驰；猛击 n.夹子；弹夹；回形针；钳 n.修剪；(羊毛的)剪下量；(被剪下的)东西,510
511,vt.阻塞；妨碍 vi.阻塞；结块；跳木屐舞 n.木屐；障碍,511
512,n.凝块；一群；<非正式>笨蛋 v.凝结；阻塞,512
513,n.(总称)衣服；覆盖物,513
514,adj.笨拙的；不得体的；笨重的,514
515,n.群；簇；丛；串 v.群集；丛生；使成群,515
516,vt.抓住；抓牢 vi.企图抓住；踩离合器 n.抓住；爪子；离合器；紧要关头 n.一窝鸡（蛋）；一群 adj.关键的；致胜的,516
517,vt.弄乱；混乱 n.杂乱,517
518,adj.粗糙的；粗俗的；非精制的,518
519,v.娇养；溺爱；用文火煮,519
520,v.关；合拢；不开放；停业；结束；收盘；（使）缩小；牢牢握住或抓住；（使）靠拢；同意；短兵相接 adj.亲近的；近的；几乎的；闷热的；严密的；紧凑的；剪得很短的；守口如瓶的；吝啬的；势均力敌的 adv.接近；靠近；紧紧地 n.死胡同；完结；结论,520
521,v.哄；诱骗；灵巧慢慢地做,521
522,adj.有说服力的；令人信服的,522
523,v.粘合；凝聚；前后一致；连贯,523
524,adj.连贯的；有条理的；一致的；粘着的,524
525,n.凝聚力；团结；内聚力,525
526,adj.粘性的；有结合性的；有粘聚性的,526
527,n.卷；圈；线圈 v.盘绕；卷成圈,527
528,vi.合作；通敌,528
529,vi.一致；同时发生；符合,529
530,n.硬币；金钱 vt.铸造（钱币）；创造（新词） adj.硬币的；投币的,530
